state,category,characteristics,total,wrent,noconf,slightconf,modconf,highconf,deferred,didnottenure
MO,Education,    Bachelor’s degree or higher,"186,458","5,928","1,212","30,028","9,449","139,841",-,-
MO,Marital status,    Married,"443,331","12,358","50,727","24,513","110,457","238,236","7,039",-
MO,Marital status,    Widowed,"11,813","1,157","1,637","1,653","1,948","5,417",-,-
MO,Marital status,    Divorced/separated,"265,046","45,084","32,981","72,150","49,080","65,751",-,-
MO,Marital status,    Never married,"568,921","4,322","38,763","83,035","161,900","280,901",-,-
MO,Marital status,    Did not report,-,-,-,-,-,-,-,-
MO,Presence of children under 18 years old,    Children in household,"518,022","8,713","94,358","55,887","259,514","99,549",-,-
MO,Presence of children under 18 years old,    No children,"771,089","54,208","29,751","125,464","63,871","490,756","7,039",-
MO,Respondent or household member experienced loss of employment income,    Yes,"757,198","49,527","76,803","136,379","206,148","288,340",-,-
MO,Respondent or household member experienced loss of employment income,    No,"531,913","13,395","47,306","44,972","117,237","301,964","7,039",-
MO,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
MO,Respondent currently employed,    Yes,"713,580","29,059","81,190","65,957","157,956","372,379","7,039",-
MO,Respondent currently employed,    No,"568,829","33,863","42,919","115,394","165,429","211,224",-,-
MO,Respondent currently employed,    Did not report,"6,702",-,-,-,-,"6,702",-,-
MO,Household income,"    Less than $25,000","513,766","30,015","24,159","102,956","205,721","143,875","7,039",-
MO,Household income,"    $25,000 - $34,999","318,976","25,324","20,395","8,170","67,768","197,318",-,-
MO,Household income,"    $35,000 - $49,999","164,246",-,"53,838",-,"44,287","66,121",-,-
MO,Household income,"    $50,000 - $74,999","159,161","7,583","15,629","67,979","5,609","62,361",-,-
MO,Household income,"    $75,000 - $99,999","22,976",-,"1,637",-,-,"21,339",-,-
MO,Household income,"    $100,000 - $149,999","35,584",-,-,-,-,"35,584",-,-
MO,Household income,"    $150,000 - $199,999","3,660",-,-,-,-,"3,660",-,-
MO,Household income,"    $200,000 and above","52,019",-,-,-,-,"52,019",-,-
MO,Household income,    Did not report,"18,723",-,"8,449","2,246",-,"8,027",-,-
MT,Total,Total,"224,138","7,695","17,496","21,808","38,462","135,922","2,507",249
MT,Age,    18 - 24,"31,059","1,055",-,-,"2,602","27,402",-,-
MT,Age,    25 - 39,"81,682","2,511","6,601","11,297","22,706","38,567",-,-
MT,Age,    40 - 54,"54,395",275,"2,143","9,505","3,210","38,978",283,-
MT,Age,    55 - 64,"28,873",353,"6,033","1,005","4,136","15,879","1,217",249
MT,Age,    65 and above,"28,129","3,501","2,719",-,"5,808","15,095","1,006",-
MT,Sex,    Male,"114,920","1,359","6,548",941,"9,072","94,884","2,115",-
MT,Sex,    Female,"109,218","6,336","10,947","20,867","29,390","41,037",392,249
MT,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"10,246",-,-,"2,428","1,816","6,001",-,-
MT,Hispanic origin and Race,"    White alone, not Hispanic","194,752","5,184","16,613","9,318","33,209","127,672","2,507",249
MT,Hispanic origin and Race,"    Black alone, not Hispanic",-,-,-,-,-,-,-,-
MT,Hispanic origin and Race,"    Asian alone, not Hispanic",391,-,-,-,-,391,-,-
MT,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","18,749","2,511",883,"10,062","3,437","1,857",-,-
MT,Education,    Less than high school,"4,262",-,-,-,"1,678","2,584",-,-
MT,Education,    High school or GED,"70,140",353,"5,718","14,549","12,626","35,676","1,217",-
MT,Education,    Some college/associate’s degree,"85,929","7,038","11,071","3,885","15,629","47,409",898,-
MT,Education,    Bachelor’s degree or higher,"63,807",304,707,"3,373","8,528","50,254",392,249
MT,Marital status,    Married,"75,704","5,028","8,612","6,747","14,854","40,463",-,-
MT,Marital status,    Widowed,"12,959",984,-,-,"2,739","9,128",108,-
MT,Marital status,    Divorced/separated,"49,664",353,"7,503","8,739","5,219","25,734","2,115",-
MT,Marital status,    Never married,"85,811","1,330","1,381","6,322","15,650","60,597",283,249
MT,Marital status,    Did not report,-,-,-,-,-,-,-,-
MT,Presence of children under 18 years old,    Children in household,"52,878","2,511","8,987","10,103","11,152","20,124",-,-
MT,Presence of children under 18 years old,    No children,"171,260","5,184","8,508","11,704","27,311","115,797","2,507",249
MT,Respondent or household member experienced loss of employment income,    Yes,"84,349","2,972","5,636","16,887","24,200","34,372",283,-
MT,Respondent or household member experienced loss of employment income,    No,"139,789","4,723","11,860","4,921","14,262","101,550","2,223",249
MT,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
MT,Respondent currently employed,    Yes,"107,090","2,667",175,"11,419","23,756","67,606","1,217",249
MT,Respondent currently employed,    No,"117,048","5,028","17,321","10,388","14,706","68,316","1,289",-
MT,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
MT,Household income,"    Less than $25,000","68,690",628,"10,947","6,464","12,177","37,576",898,-
MT,Household income,"    $25,000 - $34,999","45,577","5,909","5,718","6,747","9,396","17,700",108,-
MT,Household income,"    $35,000 - $49,999","28,123",680,830,"6,687","10,307","9,335",283,-
MT,Household income,"    $50,000 - $74,999","45,674",-,-,973,"5,299","38,184","1,217",-
MT,Household income,"    $75,000 - $99,999","17,619",-,-,937,-,"16,682",-,-
MT,Household income,"    $100,000 - $149,999","15,638",-,-,-,-,"15,638",-,-
MT,Household income,"    $150,000 - $199,999",-,-,-,-,-,-,-,-
MT,Household income,"    $200,000 and above","1,304",-,-,-,497,806,-,-
MT,Household income,    Did not report,"1,513",478,-,-,786,-,-,249
NE,Total,Total,"458,423","24,121","21,861","62,987","160,699","177,314","10,351","1,090"
NE,Age,    18 - 24,"27,204",-,-,"2,045","22,234","2,926",-,-
NE,Age,    25 - 39,"220,967","1,025","1,475","28,671","89,438","88,917","10,351","1,090"
NE,Age,    40 - 54,"122,407","15,233","20,125","19,560","38,628","28,860",-,-
NE,Age,    55 - 64,"47,014","1,932",261,"11,815","7,745","25,260",-,-
NE,Age,    65 and above,"40,832","5,931",-,895,"2,654","31,351",-,-
NE,Sex,    Male,"245,050","13,718",-,"28,240","84,404","107,733","9,866","1,090"
NE,Sex,    Female,"213,373","10,403","21,861","34,747","76,295","69,581",485,-
NE,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"52,934",-,537,"10,802","41,207",389,-,-
NE,Hispanic origin and Race,"    White alone, not Hispanic","289,346","21,652","9,212","18,851","91,989","136,201","10,351","1,090"
NE,Hispanic origin and Race,"    Black alone, not Hispanic","69,863",537,"12,112","11,815","27,503","17,896",-,-
NE,Hispanic origin and Race,"    Asian alone, not Hispanic",-,-,-,-,-,-,-,-
NE,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","46,279","1,932",-,"21,518",-,"22,828",-,-
NE,Education,    Less than high school,"27,234",-,-,"12,338","14,896",-,-,-
NE,Education,    High school or GED,"194,425","20,472","8,013","15,863","65,184","84,893",-,-
NE,Education,    Some college/associate’s degree,"171,337",537,"13,093","30,978","67,763","48,010","9,866","1,090"
NE,Education,    Bachelor’s degree or higher,"65,426","3,112",756,"3,808","12,855","44,410",485,-
NE,Marital status,    Married,"104,215","13,230","8,013","3,499","24,465","55,008",-,-
NE,Marital status,    Widowed,"7,777",-,-,-,"2,454","5,324",-,-
NE,Marital status,    Divorced/separated,"118,667","8,471","13,354","14,073","41,333","41,436",-,-
NE,Marital status,    Never married,"227,764","2,420",495,"45,415","92,447","75,546","10,351","1,090"
NE,Marital status,    Did not report,-,-,-,-,-,-,-,-
NE,Presence of children under 18 years old,    Children in household,"216,230","13,766","21,366","44,072","63,560","62,509","9,866","1,090"
NE,Presence of children under 18 years old,    No children,"242,193","10,354",495,"18,915","97,138","114,805",485,-
NE,Respondent or household member experienced loss of employment income,    Yes,"258,650","4,423","1,736","45,130","106,444","89,960","9,866","1,090"
NE,Respondent or household member experienced loss of employment income,    No,"199,773","19,697","20,125","17,857","54,255","87,354",485,-
NE,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
NE,Respondent currently employed,    Yes,"297,543","2,624","20,125","19,664","104,897","139,883","10,351",-
NE,Respondent currently employed,    No,"160,880","21,497","1,736","43,323","55,802","37,431",-,"1,090"
NE,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
NE,Household income,"    Less than $25,000","115,473","10,403","12,607","31,694","31,515","29,253",-,-
NE,Household income,"    $25,000 - $34,999","116,348",488,261,"23,260","77,637","14,702",-,-
NE,Household income,"    $35,000 - $49,999","100,727","12,538",980,"3,495","23,115","60,599",-,-
NE,Household income,"    $50,000 - $74,999","72,523",-,"8,013","3,076","8,925","52,025",485,-
NE,Household income,"    $75,000 - $99,999","26,715",692,-,-,"10,743","5,414","9,866",-
NE,Household income,"    $100,000 - $149,999","19,694",-,-,-,"8,762","10,932",-,-
NE,Household income,"    $150,000 - $199,999","2,087",-,-,-,-,"2,087",-,-
NE,Household income,"    $200,000 and above","2,303",-,-,-,-,"2,303",-,-
NE,Household income,    Did not report,"2,553",-,-,"1,463",-,-,-,"1,090"
NV,Total,Total,"866,990","69,652","128,176","148,616","193,383","314,204","6,527","6,432"
NV,Age,    18 - 24,"18,257",-,-,"8,239",-,"3,491","6,527",-
NV,Age,    25 - 39,"318,885","13,726","67,943","31,590","60,262","143,736",-,"1,628"
NV,Age,    40 - 54,"310,319","38,632","43,442","87,262","79,347","61,636",-,-
NV,Age,    55 - 64,"124,072","12,178","15,964","14,372","34,798","46,759",-,-
NV,Age,    65 and above,"95,457","5,116",827,"7,153","18,976","58,582",-,"4,804"
NV,Sex,    Male,"350,258","23,390","68,604","71,276","106,203","79,157",-,"1,628"
NV,Sex,    Female,"516,732","46,263","59,572","77,339","87,180","235,047","6,527","4,804"
NV,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"180,785","32,240","30,065","16,803","21,627","80,050",-,-
NV,Hispanic origin and Race,"    White alone, not Hispanic","480,007","36,167","84,489","75,221","111,224","166,381","6,527",-
NV,Hispanic origin and Race,"    Black alone, not Hispanic","93,249","1,246","3,824","42,664","26,943","12,139",-,"6,432"
NV,Hispanic origin and Race,"    Asian alone, not Hispanic","37,941",-,"7,378","6,915","11,874","11,773",-,-
NV,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","75,007",-,"2,420","7,013","21,715","43,860",-,-
NV,Education,    Less than high school,"127,474",-,"20,218","22,788","60,039","24,430",-,-
NV,Education,    High school or GED,"286,815","45,789","51,701","56,608","35,608","90,581","6,527",-
NV,Education,    Some college/associate’s degree,"341,096","15,468","42,842","54,424","89,450","132,481",-,"6,432"
NV,Education,    Bachelor’s degree or higher,"111,605","8,395","13,414","14,796","8,286","66,713",-,-
NV,Marital status,    Married,"300,110","26,202","22,107","66,463","76,716","106,994",-,"1,628"
NV,Marital status,    Widowed,"34,354","13,329","3,304",356,"5,475","11,890",-,-
NV,Marital status,    Divorced/separated,"204,351","14,461","36,572","32,301","38,950","77,263",-,"4,804"
NV,Marital status,    Never married,"328,175","15,660","66,193","49,496","72,242","118,057","6,527",-
NV,Marital status,    Did not report,-,-,-,-,-,-,-,-
NV,Presence of children under 18 years old,    Children in household,"395,951","45,186","73,092","88,850","64,865","115,804","6,527","1,628"
NV,Presence of children under 18 years old,    No children,"471,039","24,466","55,084","59,766","128,518","198,400",-,"4,804"
NV,Respondent or household member experienced loss of employment income,    Yes,"565,082","51,135","124,280","92,433","148,773","135,502","6,527","6,432"
NV,Respondent or household member experienced loss of employment income,    No,"301,908","18,517","3,896","56,183","44,610","178,702",-,-
NV,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
NV,Respondent currently employed,    Yes,"346,484","24,924","28,649","92,878","80,104","119,930",-,-
NV,Respondent currently employed,    No,"519,132","44,729","99,527","55,738","111,906","194,274","6,527","6,432"
NV,Respondent currently employed,    Did not report,"1,373",-,-,-,"1,373",-,-,-
NV,Household income,"    Less than $25,000","248,768","23,030","80,268","8,467","49,185","83,014",-,"4,804"
NV,Household income,"    $25,000 - $34,999","189,173","8,395","22,895","33,831","48,690","75,361",-,-
NV,Household income,"    $35,000 - $49,999","79,804","9,250","8,457","20,240","19,791","22,065",-,-
NV,Household income,"    $50,000 - $74,999","125,704","5,773","15,827","26,126","36,104","41,875",-,-
NV,Household income,"    $75,000 - $99,999","132,416","22,548",-,"49,086","39,613","21,169",-,-
NV,Household income,"    $100,000 - $149,999","64,473",-,-,"10,866",-,"53,608",-,-
NV,Household income,"    $150,000 - $199,999","19,174",-,-,-,-,"12,648","6,527",-
NV,Household income,"    $200,000 and above","3,302",656,-,-,-,"2,646",-,-
NV,Household income,    Did not report,"4,176",-,729,-,-,"1,819",-,"1,628"
NH,Total,Total,"245,535","11,853","41,478","24,700","61,131","106,374",-,-
NH,Age,    18 - 24,"16,641",-,-,"7,325","7,173","2,143",-,-
NH,Age,    25 - 39,"144,392","9,749","26,712","17,374","33,380","57,178",-,-
NH,Age,    40 - 54,"30,297",627,"3,360",-,"13,008","13,302",-,-
NH,Age,    55 - 64,"38,637",-,"10,965",-,"6,395","21,277",-,-
NH,Age,    65 and above,"15,568","1,477",441,-,"1,176","12,474",-,-
NH,Sex,    Male,"103,762","1,849","11,637","4,330","42,945","43,001",-,-
NH,Sex,    Female,"141,773","10,004","29,841","20,369","18,186","63,373",-,-
NH,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"8,466",-,"4,487",-,819,"3,160",-,-
NH,Hispanic origin and Race,"    White alone, not Hispanic","219,664","11,853","36,990","18,772","57,023","95,026",-,-
NH,Hispanic origin and Race,"    Black alone, not Hispanic","6,594",-,-,-,"3,289","3,304",-,-
NH,Hispanic origin and Race,"    Asian alone, not Hispanic","1,256",-,-,-,-,"1,256",-,-
NH,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","9,555",-,-,"5,928",-,"3,627",-,-
NH,Education,    Less than high school,"10,771",-,"9,041",-,-,"1,730",-,-
NH,Education,    High school or GED,"96,184","7,325","6,504","12,517","30,948","38,889",-,-
NH,Education,    Some college/associate’s degree,"91,679","1,733","25,389","10,796","21,943","31,819",-,-
NH,Education,    Bachelor’s degree or higher,"46,902","2,795",544,"1,387","8,241","33,936",-,-
NH,Marital status,    Married,"89,103",627,"5,908","12,448","26,599","43,521",-,-
NH,Marital status,    Widowed,"6,519",-,441,-,-,"6,077",-,-
NH,Marital status,    Divorced/separated,"47,095","1,477","21,180","1,844","12,946","9,648",-,-
NH,Marital status,    Never married,"102,662","9,749","13,948","10,408","21,430","47,128",-,-
NH,Marital status,    Did not report,156,-,-,-,156,-,-,-
NH,Presence of children under 18 years old,    Children in household,"101,272","7,325","25,620","16,780","30,652","20,895",-,-
NH,Presence of children under 18 years old,    No children,"144,263","4,527","15,858","7,920","30,479","85,479",-,-
NH,Respondent or household member experienced loss of employment income,    Yes,"113,257","7,325","40,592","13,127","32,272","19,941",-,-
NH,Respondent or household member experienced loss of employment income,    No,"132,122","4,527",885,"11,573","28,704","86,433",-,-
NH,Respondent or household member experienced loss of employment income,    Did not report,156,-,-,-,156,-,-,-
NH,Respondent currently employed,    Yes,"115,213","9,058","5,838","9,699","29,900","60,719",-,-
NH,Respondent currently employed,    No,"130,166","2,795","35,640","15,000","31,075","45,655",-,-
NH,Respondent currently employed,    Did not report,156,-,-,-,156,-,-,-
NH,Household income,"    Less than $25,000","45,916","4,156","2,711","16,686","8,087","14,277",-,-
NH,Household income,"    $25,000 - $34,999","40,570",372,"4,581","2,227","25,026","8,364",-,-
NH,Household income,"    $35,000 - $49,999","76,453",-,"31,618","5,192","11,152","28,491",-,-
NH,Household income,"    $50,000 - $74,999","26,503","7,325","2,568",595,"2,181","13,834",-,-
NH,Household income,"    $75,000 - $99,999","35,733",-,-,-,"9,086","26,647",-,-
NH,Household income,"    $100,000 - $149,999","17,696",-,-,-,"5,600","12,097",-,-
NH,Household income,"    $150,000 - $199,999",-,-,-,-,-,-,-,-
NH,Household income,"    $200,000 and above",866,-,-,-,-,866,-,-
NH,Household income,    Did not report,"1,798",-,-,-,-,"1,798",-,-
NJ,Total,Total,"1,895,602","52,152","297,857","332,560","648,262","545,229","19,541",-
NJ,Age,    18 - 24,"78,177",-,-,"21,669","44,049","12,460",-,-
NJ,Age,    25 - 39,"844,882",-,"156,786","153,203","351,156","170,225","13,513",-
NJ,Age,    40 - 54,"677,861","27,911","141,071","138,228","178,633","185,988","6,029",-
NJ,Age,    55 - 64,"114,029",526,-,"11,665","34,486","67,352",-,-
NJ,Age,    65 and above,"180,653","23,715",-,"7,795","39,938","109,204",-,-
NJ,Sex,    Male,"738,348","19,089","157,131","137,067","233,662","171,857","19,541",-
NJ,Sex,    Female,"1,157,254","33,063","140,726","195,492","414,600","373,372",-,-
NJ,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"709,715","2,317","181,720","88,701","331,880","105,097",-,-
NJ,Hispanic origin and Race,"    White alone, not Hispanic","713,231","25,411","24,369","131,560","185,081","327,267","19,541",-
NJ,Hispanic origin and Race,"    Black alone, not Hispanic","246,015","11,139","18,443","83,352","65,449","67,632",-,-
NJ,Hispanic origin and Race,"    Asian alone, not Hispanic","140,209","13,285","10,194","28,338","52,250","36,141",-,-
NJ,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","86,432",-,"63,131",609,"13,600","9,092",-,-
NJ,Education,    Less than high school,"335,925","16,772","129,820","85,086","95,516","8,731",-,-
NJ,Education,    High school or GED,"412,091","11,139","84,086","58,784","143,882","114,201",-,-
NJ,Education,    Some college/associate’s degree,"597,137",-,"58,993","107,584","224,149","206,411",-,-
NJ,Education,    Bachelor’s degree or higher,"550,449","24,241","24,959","81,106","184,715","215,887","19,541",-
NJ,Marital status,    Married,"804,467","16,772","161,606","119,409","238,430","248,707","19,541",-
NJ,Marital status,    Widowed,"118,189","8,113",-,"1,958","10,247","97,872",-,-
NJ,Marital status,    Divorced/separated,"284,554","15,602","23,797","71,742","92,409","81,003",-,-
NJ,Marital status,    Never married,"686,922","11,665","112,454","139,451","307,175","116,176",-,-
NJ,Marital status,    Did not report,"1,470",-,-,-,-,"1,470",-,-
NJ,Presence of children under 18 years old,    Children in household,"1,011,030","16,772","119,914","201,093","328,544","338,678","6,029",-
NJ,Presence of children under 18 years old,    No children,"884,572","35,380","177,943","131,467","319,718","206,551","13,513",-
NJ,Respondent or household member experienced loss of employment income,    Yes,"1,263,737","41,723","286,493","304,594","426,474","184,911","19,541",-
NJ,Respondent or household member experienced loss of employment income,    No,"631,865","10,430","11,364","27,966","221,788","360,318",-,-
NJ,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
NJ,Respondent currently employed,    Yes,"833,193","13,811","54,370","87,225","293,149","384,637",-,-
NJ,Respondent currently employed,    No,"1,062,409","38,341","243,487","245,334","355,113","160,592","19,541",-
NJ,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
NJ,Household income,"    Less than $25,000","341,294","15,602","74,444","152,005","69,794","29,448",-,-
NJ,Household income,"    $25,000 - $34,999","307,428",526,"37,374","38,849","190,814","39,865",-,-
NJ,Household income,"    $35,000 - $49,999","395,532","27,911","15,931","57,879","178,634","115,176",-,-
NJ,Household income,"    $50,000 - $74,999","421,095","8,113","170,107","34,935","110,208","97,732",-,-
NJ,Household income,"    $75,000 - $99,999","94,237",-,-,"17,133","28,665","34,926","13,513",-
NJ,Household income,"    $100,000 - $149,999","90,780",-,-,"5,732","31,607","47,411","6,029",-
NJ,Household income,"    $150,000 - $199,999","104,417",-,-,"2,585","18,152","83,680",-,-
NJ,Household income,"    $200,000 and above","122,578",-,-,"6,669","20,388","95,520",-,-
NJ,Household income,    Did not report,"18,243",-,-,"16,772",-,"1,470",-,-
NM,Total,Total,"396,607","15,443","23,712","34,196","119,100","199,898","4,257",-
NM,Age,    18 - 24,"18,329",-,-,466,"11,398","6,465",-,-
NM,Age,    25 - 39,"179,737","7,776","8,909","17,241","78,343","66,941",526,-
NM,Age,    40 - 54,"80,325",931,"9,705","16,489","14,300","35,168","3,731",-
NM,Age,    55 - 64,"70,003","2,594","5,098",-,"7,181","55,130",-,-
NM,Age,    65 and above,"48,214","4,142",-,-,"7,877","36,195",-,-
NM,Sex,    Male,"176,082","3,098","7,941","9,681","40,667","114,695",-,-
NM,Sex,    Female,"220,526","12,345","15,771","24,516","78,433","85,203","4,257",-
NM,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"146,579","7,618","21,977","12,745","28,744","74,969",526,-
NM,Hispanic origin and Race,"    White alone, not Hispanic","192,560","7,825","1,735","15,629","60,262","106,911",197,-
NM,Hispanic origin and Race,"    Black alone, not Hispanic","14,374",-,-,"2,356",-,"12,018",-,-
NM,Hispanic origin and Race,"    Asian alone, not Hispanic","6,208",-,-,-,"5,790",418,-,-
NM,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","36,887",-,-,"3,466","24,303","5,583","3,534",-
NM,Education,    Less than high school,"13,548",-,"7,857","3,189","2,503",-,-,-
NM,Education,    High school or GED,"97,971","2,813",-,"9,499","6,285","79,374",-,-
NM,Education,    Some college/associate’s degree,"202,552","11,269","8,056","17,955","85,188","75,827","4,257",-
NM,Education,    Bachelor’s degree or higher,"82,537","1,361","7,800","3,554","25,124","44,697",-,-
NM,Marital status,    Married,"129,791","4,682","7,702","18,149","28,285","70,972",-,-
NM,Marital status,    Widowed,"13,565",443,-,-,"3,156","9,966",-,-
NM,Marital status,    Divorced/separated,"116,618","3,525","14,719","8,204","40,760","49,213",197,-
NM,Marital status,    Never married,"136,633","6,792","1,291","7,843","46,899","69,747","4,060",-
NM,Marital status,    Did not report,-,-,-,-,-,-,-,-
NM,Presence of children under 18 years old,    Children in household,"159,112","4,509","7,873","25,544","60,985","56,140","4,060",-
NM,Presence of children under 18 years old,    No children,"237,495","10,934","15,840","8,652","58,115","143,758",197,-
NM,Respondent or household member experienced loss of employment income,    Yes,"200,440","6,278","15,856","32,736","77,529","63,785","4,257",-
NM,Respondent or household member experienced loss of employment income,    No,"196,167","9,166","7,857","1,460","41,571","136,114",-,-
NM,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
NM,Respondent currently employed,    Yes,"205,832","6,656",170,"14,962","70,234","113,810",-,-
NM,Respondent currently employed,    No,"190,776","8,788","23,542","19,234","48,866","86,089","4,257",-
NM,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
NM,Household income,"    Less than $25,000","101,144","6,072","17,866","13,226","25,574","37,878",526,-
NM,Household income,"    $25,000 - $34,999","109,000","6,180","5,676","3,435","46,267","47,245",197,-
NM,Household income,"    $35,000 - $49,999","56,923","2,813",170,"12,405","15,841","25,695",-,-
NM,Household income,"    $50,000 - $74,999","65,695",378,-,"2,774","20,961","38,047","3,534",-
NM,Household income,"    $75,000 - $99,999","34,353",-,-,"2,356","5,414","26,583",-,-
NM,Household income,"    $100,000 - $149,999","21,380",-,-,-,"2,412","18,968",-,-
NM,Household income,"    $150,000 - $199,999","4,058",-,-,-,-,"4,058",-,-
NM,Household income,"    $200,000 and above",984,-,-,-,-,984,-,-
NM,Household income,    Did not report,"3,072",-,-,-,"2,632",440,-,-
NY,Total,Total,"5,066,136","28,137","588,255","1,012,170","1,544,395","1,846,957","5,354","40,868"
NY,Age,    18 - 24,"96,411","7,870",-,"12,219","22,620","23,524",-,"30,177"
NY,Age,    25 - 39,"2,636,415","16,143","226,243","399,383","947,559","1,047,087",-,-
NY,Age,    40 - 54,"950,490","4,124","282,756","191,699","112,607","348,024",588,"10,691"
NY,Age,    55 - 64,"919,201",-,"79,256","284,763","358,912","196,270",-,-
NY,Age,    65 and above,"463,620",-,-,"124,106","102,697","232,053","4,766",-
NY,Sex,    Male,"2,585,627","15,613","282,613","479,869","740,635","1,036,720",-,"30,177"
NY,Sex,    Female,"2,480,509","12,524","305,642","532,301","803,761","810,237","5,354","10,691"
NY,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"1,338,422",-,"172,583","470,776","401,767","292,707",588,-
NY,Hispanic origin and Race,"    White alone, not Hispanic","2,198,094","20,267","124,948","191,211","796,672","1,019,363","4,766","40,868"
NY,Hispanic origin and Race,"    Black alone, not Hispanic","1,002,895","7,870","246,199","208,843","221,469","318,515",-,-
NY,Hispanic origin and Race,"    Asian alone, not Hispanic","394,426",-,"12,220","141,340","90,522","150,344",-,-
NY,Hispanic origin and Race,"    Two or more races + Other races, not Hispanic","132,298",-,"32,305",-,"33,965","66,029",-,-
NY,Education,    Less than high school,"288,386",-,"93,988","117,716","76,682",-,-,-
NY,Education,    High school or GED,"1,973,947",-,"307,870","296,608","717,490","651,980",-,-
NY,Education,    Some college/associate’s degree,"1,394,255","15,613","131,480","442,372","435,648","333,612","5,354","30,177"
NY,Education,    Bachelor’s degree or higher,"1,409,549","12,524","54,918","155,475","314,575","861,366",-,"10,691"
NY,Marital status,    Married,"1,592,317","16,143","56,474","347,341","487,705","684,066",588,-
NY,Marital status,    Widowed,"115,312",-,"14,234",-,-,"96,313","4,766",-
NY,Marital status,    Divorced/separated,"894,965",-,"279,607","161,546","173,282","280,531",-,-
NY,Marital status,    Never married,"2,352,778","11,994","237,940","503,283","883,409","675,283",-,"40,868"
NY,Marital status,    Did not report,"110,764",-,-,-,-,"110,764",-,-
NY,Presence of children under 18 years old,    Children in household,"2,084,711","20,267","207,966","542,076","694,773","619,629",-,-
NY,Presence of children under 18 years old,    No children,"2,981,425","7,870","380,289","470,094","849,622","1,227,328","5,354","40,868"
NY,Respondent or household member experienced loss of employment income,    Yes,"3,108,497","12,524","564,108","763,354","1,122,517","640,640","5,354",-
NY,Respondent or household member experienced loss of employment income,    No,"1,957,639","15,613","24,147","248,817","421,878","1,206,317",-,"40,868"
NY,Respondent or household member experienced loss of employment income,    Did not report,-,-,-,-,-,-,-,-
NY,Respondent currently employed,    Yes,"2,229,309","19,737","69,004","233,671","548,205","1,317,824",-,"40,868"
NY,Respondent currently employed,    No,"2,836,828","8,400","519,251","778,499","996,191","529,133","5,354",-
NY,Respondent currently employed,    Did not report,-,-,-,-,-,-,-,-
NY,Household income,"    Less than $25,000","1,269,711","7,870","303,309","319,852","236,775","401,905",-,-
NY,Household income,"    $25,000 - $34,999","1,163,922","4,124","119,660","209,199","586,547","244,391",-,-
NY,Household income,"    $35,000 - $49,999","711,621",-,"14,976","284,384","173,108","234,387","4,766",-
NY,Household income,"    $50,000 - $74,999","446,513","15,613","58,574","29,980","164,980","176,777",588,-
NY,Household income,"    $75,000 - $99,999","585,646",-,-,"156,796","191,475","237,376",-,-
NY,Household income,"    $100,000 - $149,999","318,856",530,-,"11,958","106,356","189,321",-,"10,691"
NY,Household income,"    $150,000 - $199,999","266,683",-,"81,937",-,"35,971","148,775",-,-
NY,Household income,"    $200,000 and above","248,108",-,-,-,"34,083","214,025",-,-
NY,Household income,    Did not report,"55,077",-,"9,800",-,"15,101",-,-,"30,177"
NC,Total,Total,"2,052,961","117,928","318,198","441,348","464,820","701,290","9,377",-
NC,Age,    18 - 24,"106,125",-,-,"2,806","42,198","61,121",-,-
NC,Age,    25 - 39,"966,991","40,779","261,593","116,687","238,720","299,835","9,377",-
NC,Age,    40 - 54,"594,276","17,067","50,224","228,668","99,833","198,484",-,-
NC,Age,    55 - 64,"100,083",-,"1,161","57,965","9,932","31,025",-,-
NC,Age,    65 and above,"285,486","60,082","5,219","35,222","74,137","110,825",-,-
NC,Sex,    Male,"891,343","66,817","181,316","122,392","270,804","242,858","7,155",-
NC,Sex,    Female,"1,161,619","51,111","136,882","318,956","194,016","458,432","2,221",-
NC,Hispanic origin and Race,    Hispanic or Latino (may be of any race),"212,384","11,948",373,"77,716","89,106","23,864","9,377",-
NC,Hispanic origin and Race,"    White alone, not Hispanic","1,096,663","101,325","242,397","121,997","204,890","426,054",-,-
